sub-num	Reward_VLPFC	Reward_TPJ	Punish_VLPFC	Punish_VLPFC
189.000000	27.367690	20.232597	20.035151	12.400315
207.000000	3.961219	26.427447	-24.801476	0.874895
208.000000	-8.123805	2.896706	-20.908159	-12.887012
209.000000	12.974902	-12.193895	-12.671325	-13.869610
210.000000	2.905515	-0.254049	1.715389	2.328615
211.000000	32.508959	42.106336	21.440710	6.593178
213.000000	15.073488	12.159911	-19.998441	4.151652
214.000000	9.051206	-14.759487	-18.118454	5.120485
215.000000	9.784682	22.450873	-2.257634	-5.573198
216.000000	7.720689	1.984335	-0.143259	-4.975936
217.000000	-9.889069	-1.398236	-7.465643	-6.538587
219.000000	33.358808	36.113287	9.491092	14.595327
220.000000	11.140531	28.261076	6.177823	-17.607235
221.000000	10.643752	13.305493	-16.348611	-11.805081
222.000000	10.385669	4.877794	7.276773	2.947468
225.000000	-24.953629	19.377859	-23.915754	-27.545147
226.000000	35.417693	32.886864	3.923032	12.431496
227.000000	-4.970873	27.175377	-12.337500	-6.095795
228.000000	3.138996	13.337064	6.272492	-14.681214
230.000000	-4.505282	-8.326306	3.885945	-9.008910
231.000000	0.893179	0.520490	-9.141180	-4.900107
233.000000	3.170797	-34.588714	-17.393625	-14.774574
234.000000	5.196191	7.803829	1.387740	-3.566539
235.000000	27.235520	20.028064	-5.124176	0.175246
236.000000	13.166840	24.709987	-14.373535	-5.070916
237.000000	0.072091	30.128660	3.436662	29.088592
238.000000	0.517692	5.849129	7.486705	-0.832723
